ANO,UF,Codmun7,Município,THEIL
2010,41,4123501,SANTA HELENA,0.48
2010,41,4123600,SANTA INÊS,0.26
2010,41,4123709,SANTA ISABEL DO IVAÍ,0.29
2010,41,4123808,SANTA IZABEL DO OESTE,0.37
2010,41,4123824,SANTA LÚCIA,0.37
2010,41,4123857,SANTA MARIA DO OESTE,0.43
2010,41,4123907,SANTA MARIANA,0.33
2010,41,4123956,SANTA MÔNICA,0.41
2010,41,4124004,SANTANA DO ITARARÉ,0.46
2010,41,4124020,SANTA TEREZA DO OESTE,0.36
2010,41,4124053,SANTA TEREZINHA DE ITAIPU,0.36
2010,41,4124103,SANTO ANTÔNIO DA PLATINA,0.52
2010,41,4124202,SANTO ANTÔNIO DO CAIUÁ,0.22
2010,41,4124301,SANTO ANTÔNIO DO PARAÍSO,0.41
2010,41,4124400,SANTO ANTÔNIO DO SUDOESTE,0.51
2010,41,4124509,SANTO INÁCIO,0.49
2010,41,4124608,SÃO CARLOS DO IVAÍ,0.28
2010,41,4124707,SÃO JERÔNIMO DA SERRA,0.49
2010,41,4124806,SÃO JOÃO,0.33
2010,41,4124905,SÃO JOÃO DO CAIUÁ,0.34
2010,41,4125001,SÃO JOÃO DO IVAÍ,0.33
2010,41,4125100,SÃO JOÃO DO TRIUNFO,0.43
2010,41,4125209,SÃO JORGE D'OESTE,0.4
2010,41,4125308,SÃO JORGE DO IVAÍ,0.33
2010,41,4125357,SÃO JORGE DO PATROCÍNIO,0.27
2010,41,4125407,SÃO JOSÉ DA BOA VISTA,0.33
2010,41,4125456,SÃO JOSÉ DAS PALMEIRAS,0.36
2010,41,4125506,SÃO JOSÉ DOS PINHAIS,0.35
2010,41,4125555,SÃO MANOEL DO PARANÁ,0.36
2010,41,4125605,SÃO MATEUS DO SUL,0.44
2010,41,4125704,SÃO MIGUEL DO IGUAÇU,0.52
2010,41,4125753,SÃO PEDRO DO IGUAÇU,0.37
2010,41,4125803,SÃO PEDRO DO IVAÍ,0.28
2010,41,4125902,SÃO PEDRO DO PARANÁ,0.26
2010,41,4126009,SÃO SEBASTIÃO DA AMOREIRA,0.33
2010,41,4126108,SÃO TOMÉ,0.25
2010,41,4126207,SAPOPEMA,0.63
2010,41,4126256,SARANDI,0.22
2010,41,4126272,SAUDADE DO IGUAÇU,0.39
2010,41,4126306,SENGÉS,0.48
2010,41,4126355,SERRANÓPOLIS DO IGUAÇU,0.44
2010,41,4126405,SERTANEJA,0.5
2010,41,4126504,SERTANÓPOLIS,0.3
2010,41,4126603,SIQUEIRA CAMPOS,0.42
2010,41,4126652,SULINA,0.39
2010,41,4126678,TAMARANA,0.41
2010,41,4126702,TAMBOARA,0.19
2010,41,4126801,TAPEJARA,0.26
2010,41,4126900,TAPIRA,0.32
2010,41,4127007,TEIXEIRA SOARES,0.48
2010,41,4127106,TELÊMACO BORBA,0.44
2010,41,4127205,TERRA BOA,0.28
2010,41,4127304,TERRA RICA,0.27
2010,41,4127403,TERRA ROXA,0.31
2010,41,4127502,TIBAGI,0.53
2010,41,4127601,TIJUCAS DO SUL,0.41
2010,41,4127700,TOLEDO,0.37
2010,41,4127809,TOMAZINA,0.36
2010,41,4127858,TRÊS BARRAS DO PARANÁ,0.48
2010,41,4127882,TUNAS DO PARANÁ,0.46
2010,41,4127908,TUNEIRAS DO OESTE,0.25
2010,41,4127957,TUPÃSSI,0.38
2010,41,4127965,TURVO,0.5
2010,41,4128005,UBIRATÃ,0.38
2010,41,4128104,UMUARAMA,0.4
2010,41,4128203,UNIÃO DA VITÓRIA,0.42
2010,41,4128302,UNIFLOR,0.24
2010,41,4128401,URAÍ,0.39
2010,41,4128500,WENCESLAU BRAZ,0.49
2010,41,4128534,VENTANIA,0.32
2010,41,4128559,VERA CRUZ DO OESTE,0.55
2010,41,4128609,VERÊ,0.42
2010,41,4128625,ALTO PARAÍSO,0.5
2010,41,4128633,DOUTOR ULYSSES,0.44
2010,41,4128658,VIRMOND,0.52
2010,41,4128708,VITORINO,0.41
2010,41,4128807,XAMBRÊ,0.42
2010,42,4200051,ABDON BATISTA,0.37
2010,42,4200101,ABELARDO LUZ,0.54
2010,42,4200200,AGROLÂNDIA,0.25
2010,42,4200309,AGRONÔMICA,0.39
2010,42,4200408,ÁGUA DOCE,0.52
2010,42,4200507,ÁGUAS DE CHAPECÓ,0.35
2010,42,4200556,ÁGUAS FRIAS,0.28
2010,42,4200606,ÁGUAS MORNAS,0.21
2010,42,4200705,ALFREDO WAGNER,0.42
2010,42,4200754,ALTO BELA VISTA,0.4
2010,42,4200804,ANCHIETA,0.35
2010,42,4200903,ANGELINA,0.38
2010,42,4201000,ANITA GARIBALDI,0.48
2010,42,4201109,ANITÁPOLIS,0.34
2010,42,4201208,ANTÔNIO CARLOS,0.32
2010,42,4201257,APIÚNA,0.27
2010,42,4201273,ARABUTÃ,0.36
2010,42,4201307,ARAQUARI,0.29
2010,42,4201406,ARARANGUÁ,0.35
2010,42,4201505,ARMAZÉM,0.34
2010,42,4201604,ARROIO TRINTA,0.35
2010,42,4201653,ARVOREDO,0.23
2010,42,4201703,ASCURRA,0.21
2010,42,4201802,ATALANTA,0.36
2010,42,4201901,AURORA,0.31
2010,42,4201950,BALNEÁRIO ARROIO DO SILVA,0.51
2010,42,4202008,BALNEÁRIO CAMBORIÚ,0.47
2010,42,4202057,BALNEÁRIO BARRA DO SUL,0.29
2010,42,4202073,BALNEÁRIO GAIVOTA,0.39
2010,42,4202081,BANDEIRANTE,0.31
2010,42,4202099,BARRA BONITA,0.32
2010,42,4202107,BARRA VELHA,0.34
2010,42,4202131,BELA VISTA DO TOLDO,0.36
2010,42,4202156,BELMONTE,0.38
2010,42,4202206,BENEDITO NOVO,0.24
2010,42,4202305,BIGUAÇU,0.26
2010,42,4202404,BLUMENAU,0.37
2010,42,4202438,BOCAINA DO SUL,0.29
2010,42,4202453,BOMBINHAS,0.33
2010,42,4202503,BOM JARDIM DA SERRA,0.58
2010,42,4202537,BOM JESUS,0.58
2010,42,4202578,BOM JESUS DO OESTE,0.27
2010,42,4202602,BOM RETIRO,0.38
2010,42,4202701,BOTUVERÁ,0.14
2010,42,4202800,BRAÇO DO NORTE,0.28
2010,42,4202859,BRAÇO DO TROMBUDO,0.23
2010,42,4202875,BRUNÓPOLIS,0.43
2010,42,4202909,BRUSQUE,0.28
2010,42,4203006,CAÇADOR,0.42
2010,42,4203105,CAIBI,0.34
2010,42,4203154,CALMON,0.31
2010,42,4203204,CAMBORIÚ,0.29
2010,42,4203253,CAPÃO ALTO,0.44
2010,42,4203303,CAMPO ALEGRE,0.3
2010,42,4203402,CAMPO BELO DO SUL,0.37
2010,42,4203501,CAMPO ERÊ,0.48
2010,42,4203600,CAMPOS NOVOS,0.37
2010,42,4203709,CANELINHA,0.38
2010,42,4203808,CANOINHAS,0.44
2010,42,4203907,CAPINZAL,0.35
2010,42,4203956,CAPIVARI DE BAIXO,0.23
2010,42,4204004,CATANDUVAS,0.37
2010,42,4204103,CAXAMBU DO SUL,0.45
2010,42,4204152,CELSO RAMOS,0.31
2010,42,4204178,CERRO NEGRO,0.56
2010,42,4204194,CHAPADÃO DO LAGEADO,0.37
2010,42,4204202,CHAPECÓ,0.4
2010,42,4204251,COCAL DO SUL,0.25
2010,42,4204301,CONCÓRDIA,0.37
2010,42,4204350,CORDILHEIRA ALTA,0.27
2010,42,4204400,CORONEL FREITAS,0.29
2010,42,4204459,CORONEL MARTINS,0.35
2010,42,4204509,CORUPÁ,0.38
2010,42,4204558,CORREIA PINTO,0.44
2010,42,4204608,CRICIÚMA,0.4
2010,42,4204707,CUNHA PORÃ,0.25
2010,42,4204756,CUNHATAÍ,0.36
2010,42,4204806,CURITIBANOS,0.46
2010,42,4204905,DESCANSO,0.34
2010,42,4205001,DIONÍSIO CERQUEIRA,0.51
2010,42,4205100,DONA EMMA,0.38
2010,42,4205159,DOUTOR PEDRINHO,0.24
2010,42,4205175,ENTRE RIOS,0.34
2010,42,4205191,ERMO,0.28
2010,42,4205209,ERVAL VELHO,0.38
2010,42,4205308,FAXINAL DOS GUEDES,0.41
2010,42,4205357,FLOR DO SERTÃO,0.42
2010,42,4205407,FLORIANÓPOLIS,0.53
2010,42,4205431,FORMOSA DO SUL,0.33
2010,42,4205456,FORQUILHINHA,0.38
2010,42,4205506,FRAIBURGO,0.39
2010,42,4205555,FREI ROGÉRIO,0.48
2010,42,4205605,GALVÃO,0.39
2010,42,4205704,GAROPABA,0.34
2010,42,4205803,GARUVA,0.34
2010,42,4205902,GASPAR,0.24
2010,42,4206009,GOVERNADOR CELSO RAMOS,0.33
2010,42,4206108,GRÃO PARÁ,0.33
2010,42,4206207,GRAVATAL,0.27
2010,42,4206306,GUABIRUBA,0.22
2010,42,4206405,GUARACIABA,0.39
2010,42,4206504,GUARAMIRIM,0.26
2010,42,4206603,GUARUJÁ DO SUL,0.28
2010,42,4206652,GUATAMBÚ,0.36
2010,42,4206702,HERVAL D'OESTE,0.31
2010,42,4206751,IBIAM,0.39
2010,42,4206801,IBICARÉ,0.33
2010,42,4206900,IBIRAMA,0.23
2010,42,4207007,IÇARA,0.29
2010,42,4207106,ILHOTA,0.25
2010,42,4207205,IMARUÍ,0.39
2010,42,4207304,IMBITUBA,0.35
2010,42,4207403,IMBUIA,0.41
2010,42,4207502,INDAIAL,0.26
2010,42,4207577,IOMERÊ,0.21
2010,42,4207601,IPIRA,0.4
2010,42,4207650,IPORÃ DO OESTE,0.34
2010,42,4207684,IPUAÇU,0.71
2010,42,4207700,IPUMIRIM,0.31
2010,42,4207759,IRACEMINHA,0.34
2010,42,4207809,IRANI,0.31
2010,42,4207858,IRATI,0.36
2010,42,4207908,IRINEÓPOLIS,0.52
2010,42,4208005,ITÁ,0.35
2010,42,4208104,ITAIÓPOLIS,0.44
2010,42,4208203,ITAJAÍ,0.36
2010,42,4208302,ITAPEMA,0.43
2010,42,4208401,ITAPIRANGA,0.35
2010,42,4208450,ITAPOÁ,0.39
2010,42,4208500,ITUPORANGA,0.32
2010,42,4208609,JABORÁ,0.35
2010,42,4208708,JACINTO MACHADO,0.34
2010,42,4208807,JAGUARUNA,0.27
2010,42,4208906,JARAGUÁ DO SUL,0.31
2010,42,4208955,JARDINÓPOLIS,0.31
2010,42,4209003,JOAÇABA,0.52
2010,42,4209102,JOINVILLE,0.41
2010,42,4209151,JOSÉ BOITEUX,0.39
2010,42,4209177,JUPIÁ,0.55
2010,42,4209201,LACERDÓPOLIS,0.26
2010,42,4209300,LAGES,0.53
2010,42,4209409,LAGUNA,0.34
2010,42,4209458,LAJEADO GRANDE,0.35
2010,42,4209508,LAURENTINO,0.22
2010,42,4209607,LAURO MULLER,0.24
2010,42,4209706,LEBON RÉGIS,0.39
2010,42,4209805,LEOBERTO LEAL,0.4
2010,42,4209854,LINDÓIA DO SUL,0.33
2010,42,4209904,LONTRAS,0.24
2010,42,4210001,LUIZ ALVES,0.36
2010,42,4210035,LUZERNA,0.31
2010,42,4210050,MACIEIRA,0.27
2010,42,4210100,MAFRA,0.42
2010,42,4210209,MAJOR GERCINO,0.5
2010,42,4210308,MAJOR VIEIRA,0.4
2010,42,4210407,MARACAJÁ,0.45
2010,42,4210506,MARAVILHA,0.36
2010,42,4210555,MAREMA,0.29
2010,42,4210605,MASSARANDUBA,0.2
2010,42,4210704,MATOS COSTA,0.38
2010,42,4210803,MELEIRO,0.29
2010,42,4210852,MIRIM DOCE,0.3
2010,42,4210902,MODELO,0.32
2010,42,4211009,MONDAÍ,0.3
2010,42,4211058,MONTE CARLO,0.35
2010,42,4211108,MONTE CASTELO,0.34
2010,42,4211207,MORRO DA FUMAÇA,0.22
2010,42,4211256,MORRO GRANDE,0.48
2010,42,4211306,NAVEGANTES,0.31
2010,42,4211405,NOVA ERECHIM,0.34
2010,42,4211454,NOVA ITABERABA,0.52
2010,42,4211504,NOVA TRENTO,0.22
2010,42,4211603,NOVA VENEZA,0.27
2010,42,4211652,NOVO HORIZONTE,0.28
2010,42,4211702,ORLEANS,0.37
2010,42,4211751,OTACÍLIO COSTA,0.29
2010,42,4211801,OURO,0.37
2010,42,4211850,OURO VERDE,0.52
2010,42,4211876,PAIAL,0.32
2010,42,4211892,PAINEL,0.43
2010,42,4211900,PALHOÇA,0.28
2010,42,4212007,PALMA SOLA,0.46
2010,42,4212056,PALMEIRA,0.29
2010,42,4212106,PALMITOS,0.39
2010,42,4212205,PAPANDUVA,0.4
2010,42,4212239,PARAÍSO,0.46
2010,42,4212254,PASSO DE TORRES,0.33
2010,42,4212270,PASSOS MAIA,0.43
2010,42,4212304,PAULO LOPES,0.29
2010,42,4212403,PEDRAS GRANDES,0.18
2010,42,4212502,PENHA,0.31
2010,42,4212601,PERITIBA,0.42
2010,42,4212700,PETROLÂNDIA,0.4
2010,42,4212809,BALNEÁRIO PIÇARRAS,0.34
2010,42,4212908,PINHALZINHO,0.33
2010,42,4213005,PINHEIRO PRETO,0.36
2010,42,4213104,PIRATUBA,0.31
2010,42,4213153,PLANALTO ALEGRE,0.32
2010,42,4213203,POMERODE,0.25
2010,42,4213302,PONTE ALTA,0.36
2010,42,4213351,PONTE ALTA DO NORTE,0.39
2010,42,4213401,PONTE SERRADA,0.34
2010,42,4213500,PORTO BELO,0.31
2010,42,4213609,PORTO UNIÃO,0.5
2010,42,4213708,POUSO REDONDO,0.32
2010,42,4213807,PRAIA GRANDE,0.32
2010,42,4213906,PRESIDENTE CASTELLO BRANCO,0.4
2010,42,4214003,PRESIDENTE GETÚLIO,0.3
2010,42,4214102,PRESIDENTE NEREU,0.43
2010,42,4214151,PRINCESA,0.32
2010,42,4214201,QUILOMBO,0.26
2010,42,4214300,RANCHO QUEIMADO,0.31
2010,42,4214409,RIO DAS ANTAS,0.36
2010,42,4214508,RIO DO CAMPO,0.45
2010,42,4214607,RIO DO OESTE,0.39
2010,42,4214706,RIO DOS CEDROS,0.25
2010,42,4214805,RIO DO SUL,0.36
2010,42,4214904,RIO FORTUNA,0.55
2010,42,4215000,RIO NEGRINHO,0.33
2010,42,4215059,RIO RUFINO,0.34
2010,42,4215075,RIQUEZA,0.34
2010,42,4215109,RODEIO,0.32
2010,42,4215208,ROMELÂNDIA,0.4
2010,42,4215307,SALETE,0.32
2010,42,4215356,SALTINHO,0.47
2010,42,4215406,SALTO VELOSO,0.55
2010,42,4215455,SANGÃO,0.29
2010,42,4215505,SANTA CECÍLIA,0.47
2010,42,4215554,SANTA HELENA,0.26
2010,42,4215604,SANTA ROSA DE LIMA,0.18
2010,42,4215653,SANTA ROSA DO SUL,0.27
2010,42,4215679,SANTA TEREZINHA,0.41
2010,42,4215687,SANTA TEREZINHA DO PROGRESSO,0.66
2010,42,4215695,SANTIAGO DO SUL,0.42
2010,42,4215703,SANTO AMARO DA IMPERATRIZ,0.25
2010,42,4215752,SÃO BERNARDINO,0.41
2010,42,4215802,SÃO BENTO DO SUL,0.43
2010,42,4215901,SÃO BONIFÁCIO,0.42
2010,42,4216008,SÃO CARLOS,0.37
2010,42,4216057,SÃO CRISTOVÃO DO SUL,0.33
2010,42,4216107,SÃO DOMINGOS,0.62
2010,42,4216206,SÃO FRANCISCO DO SUL,0.36
2010,42,4216255,SÃO JOÃO DO OESTE,0.28
2010,42,4216305,SÃO JOÃO BATISTA,0.2
2010,42,4216354,SÃO JOÃO DO ITAPERIÚ,0.2
2010,42,4216404,SÃO JOÃO DO SUL,0.31
2010,42,4216503,SÃO JOAQUIM,0.39
2010,42,4216602,SÃO JOSÉ,0.34
2010,42,4216701,SÃO JOSÉ DO CEDRO,0.44
2010,42,4216800,SÃO JOSÉ DO CERRITO,0.41
2010,42,4216909,SÃO LOURENÇO DO OESTE,0.38
2010,42,4217006,SÃO LUDGERO,0.33
2010,42,4217105,SÃO MARTINHO,0.27
2010,42,4217154,SÃO MIGUEL DA BOA VISTA,0.45
2010,42,4217204,SÃO MIGUEL DO OESTE,0.44
2010,42,4217253,SÃO PEDRO DE ALCÂNTARA,0.33
2010,42,4217303,SAUDADES,0.2
2010,42,4217402,SCHROEDER,0.2
2010,42,4217501,SEARA,0.46
2010,42,4217550,SERRA ALTA,0.28
2010,42,4217600,SIDERÓPOLIS,0.29
2010,42,4217709,SOMBRIO,0.28
2010,42,4217758,SUL BRASIL,0.36
2010,42,4217808,TAIÓ,0.31
2010,42,4217907,TANGARÁ,0.37
2010,42,4217956,TIGRINHOS,0.33
2010,42,4218004,TIJUCAS,0.3
2010,42,4218103,TIMBÉ DO SUL,0.41
2010,42,4218202,TIMBÓ,0.38
2010,42,4218251,TIMBÓ GRANDE,0.4
2010,42,4218301,TRÊS BARRAS,0.4
2010,42,4218350,TREVISO,0.19
2010,42,4218400,TREZE DE MAIO,0.22
2010,42,4218509,TREZE TÍLIAS,0.7
2010,42,4218608,TROMBUDO CENTRAL,0.34
2010,42,4218707,TUBARÃO,0.38
2010,42,4218756,TUNÁPOLIS,0.3
2010,42,4218806,TURVO,0.27
2010,42,4218855,UNIÃO DO OESTE,0.25
2010,42,4218905,URUBICI,0.49
2010,42,4218954,URUPEMA,0.31
2010,42,4219002,URUSSANGA,0.28
2010,42,4219101,VARGEÃO,0.37
2010,42,4219150,VARGEM,0.46
2010,42,4219176,VARGEM BONITA,0.34
2010,42,4219200,VIDAL RAMOS,0.29
2010,42,4219309,VIDEIRA,0.39
2010,42,4219358,VITOR MEIRELES,0.53
2010,42,4219408,WITMARSUM,0.37
2010,42,4219507,XANXERÊ,0.43
2010,42,4219606,XAVANTINA,0.37
2010,42,4219705,XAXIM,0.34
2010,42,4219853,ZORTÉA,0.32
2010,43,4300034,ACEGUÁ,0.5
2010,43,4300059,ÁGUA SANTA,0.87
2010,43,4300109,AGUDO,0.5
2010,43,4300208,AJURICABA,0.4
2010,43,4300307,ALECRIM,0.5
2010,43,4300406,ALEGRETE,0.49
2010,43,4300455,ALEGRIA,0.52
2010,43,4300471,ALMIRANTE TAMANDARÉ DO SUL,0.35
2010,43,4300505,ALPESTRE,0.45
2010,43,4300554,ALTO ALEGRE,0.42
2010,43,4300570,ALTO FELIZ,0.16
2010,43,4300604,ALVORADA,0.34
2010,43,4300638,AMARAL FERRADOR,0.35
2010,43,4300646,AMETISTA DO SUL,0.62
2010,43,4300661,ANDRÉ DA ROCHA,0.45
2010,43,4300703,ANTA GORDA,0.2
2010,43,4300802,ANTÔNIO PRADO,0.3
2010,43,4300851,ARAMBARÉ,0.42
2010,43,4300877,ARARICÁ,0.2
2010,43,4300901,ARATIBA,0.51
2010,43,4301008,ARROIO DO MEIO,0.22
2010,43,4301057,ARROIO DO SAL,0.4
2010,43,4301073,ARROIO DO PADRE,0.52
2010,43,4301107,ARROIO DOS RATOS,0.38
2010,43,4301206,ARROIO DO TIGRE,0.42
2010,43,4301305,ARROIO GRANDE,0.44
2010,43,4301404,ARVOREZINHA,0.3
2010,43,4301503,AUGUSTO PESTANA,0.43
2010,43,4301552,ÁUREA,0.32
2010,43,4301602,BAGÉ,0.57
2010,43,4301636,BALNEÁRIO PINHAL,0.47
2010,43,4301651,BARÃO,0.29
2010,43,4301701,BARÃO DE COTEGIPE,0.33
2010,43,4301750,BARÃO DO TRIUNFO,0.5
2010,43,4301800,BARRACÃO,0.64
2010,43,4301859,BARRA DO GUARITA,0.42
2010,43,4301875,BARRA DO QUARAÍ,0.43
2010,43,4301909,BARRA DO RIBEIRO,0.42
2010,43,4301925,BARRA DO RIO AZUL,0.27
2010,43,4301958,BARRA FUNDA,0.27
2010,43,4302006,BARROS CASSAL,0.48
2010,43,4302055,BENJAMIN CONSTANT DO SUL,0.51
2010,43,4302105,BENTO GONÇALVES,0.35
2010,43,4302154,BOA VISTA DAS MISSÕES,0.4
2010,43,4302204,BOA VISTA DO BURICÁ,0.32
2010,43,4302220,BOA VISTA DO CADEADO,0.31
2010,43,4302238,BOA VISTA DO INCRA,0.37
2010,43,4302253,BOA VISTA DO SUL,0.34
2010,43,4302303,BOM JESUS,0.48
2010,43,4302352,BOM PRINCÍPIO,0.24
2010,43,4302378,BOM PROGRESSO,0.49
2010,43,4302402,BOM RETIRO DO SUL,0.26
2010,43,4302451,BOQUEIRÃO DO LEÃO,0.4
2010,43,4302501,BOSSOROCA,0.42
2010,43,4302584,BOZANO,0.32
2010,43,4302600,BRAGA,0.45
2010,43,4302659,BROCHIER,0.22
2010,43,4302709,BUTIÁ,0.41
2010,43,4302808,CAÇAPAVA DO SUL,0.42
2010,43,4302907,CACEQUI,0.47
2010,43,4303004,CACHOEIRA DO SUL,0.52
2010,43,4303103,CACHOEIRINHA,0.34
2010,43,4303202,CACIQUE DOBLE,0.55
2010,43,4303301,CAIBATÉ,0.43
2010,43,4303400,CAIÇARA,0.4
2010,43,4303509,CAMAQUÃ,0.42
2010,43,4303558,CAMARGO,0.26
2010,43,4303608,CAMBARÁ DO SUL,0.35
2010,43,4303673,CAMPESTRE DA SERRA,0.17
2010,43,4303707,CAMPINA DAS MISSÕES,0.31
2010,43,4303806,CAMPINAS DO SUL,0.37
2010,43,4303905,CAMPO BOM,0.32
2010,43,4304002,CAMPO NOVO,0.41
2010,43,4304101,CAMPOS BORGES,0.39
2010,43,4304200,CANDELÁRIA,0.4
2010,43,4304309,CÂNDIDO GODÓI,0.36
2010,43,4304358,CANDIOTA,0.49
2010,43,4304408,CANELA,0.41
2010,43,4304507,CANGUÇU,0.47
2010,43,4304606,CANOAS,0.46
2010,43,4304614,CANUDOS DO VALE,0.47
2010,43,4304622,CAPÃO BONITO DO SUL,0.47
2010,43,4304630,CAPÃO DA CANOA,0.48
2010,43,4304655,CAPÃO DO CIPÓ,0.46
2010,43,4304663,CAPÃO DO LEÃO,0.33
2010,43,4304671,CAPIVARI DO SUL,0.87
2010,43,4304689,CAPELA DE SANTANA,0.27
2010,43,4304697,CAPITÃO,0.25
2010,43,4304705,CARAZINHO,0.48
2010,43,4304713,CARAÁ,0.28
2010,43,4304804,CARLOS BARBOSA,0.46
2010,43,4304853,CARLOS GOMES,0.32
2010,43,4304903,CASCA,0.3
2010,43,4304952,CASEIROS,0.43
2010,43,4305009,CATUÍPE,0.57
2010,43,4305108,CAXIAS DO SUL,0.42
2010,43,4305116,CENTENÁRIO,0.4
2010,43,4305124,CERRITO,0.44
2010,43,4305132,CERRO BRANCO,0.31
2010,43,4305157,CERRO GRANDE,0.45
2010,43,4305173,CERRO GRANDE DO SUL,0.44
2010,43,4305207,CERRO LARGO,0.38
2010,43,4305306,CHAPADA,0.37
2010,43,4305355,CHARQUEADAS,0.32
2010,43,4305371,CHARRUA,0.51
2010,43,4305405,CHIAPETTA,0.46
2010,43,4305439,CHUÍ,0.43
2010,43,4305447,CHUVISCA,0.39
2010,43,4305454,CIDREIRA,0.46
2010,43,4305504,CIRÍACO,0.36
2010,43,4305587,COLINAS,0.39
2010,43,4305603,COLORADO,0.46
2010,43,4305702,CONDOR,0.45
2010,43,4305801,CONSTANTINA,0.39
2010,43,4305835,COQUEIRO BAIXO,0.27
2010,43,4305850,COQUEIROS DO SUL,0.51
2010,43,4305871,CORONEL BARROS,0.51
2010,43,4305900,CORONEL BICACO,0.5
2010,43,4305934,CORONEL PILAR,0.23
2010,43,4305959,COTIPORÃ,0.25
2010,43,4305975,COXILHA,0.43
2010,43,4306007,CRISSIUMAL,0.3
2010,43,4306056,CRISTAL,0.36
2010,43,4306072,CRISTAL DO SUL,0.4
2010,43,4306106,CRUZ ALTA,0.52
2010,43,4306130,CRUZALTENSE,0.39
2010,43,4306205,CRUZEIRO DO SUL,0.29
2010,43,4306304,DAVID CANABARRO,0.34
2010,43,4306320,DERRUBADAS,0.65
2010,43,4306353,DEZESSEIS DE NOVEMBRO,0.48
2010,43,4306379,DILERMANDO DE AGUIAR,0.65
2010,43,4306403,DOIS IRMÃOS,0.24
2010,43,4306429,DOIS IRMÃOS DAS MISSÕES,0.46
2010,43,4306452,DOIS LAJEADOS,0.19
2010,43,4306502,DOM FELICIANO,0.39
2010,43,4306551,DOM PEDRO DE ALCÂNTARA,0.33
2010,43,4306601,DOM PEDRITO,0.51
2010,43,4306700,DONA FRANCISCA,0.38
2010,43,4306734,DOUTOR MAURÍCIO CARDOSO,0.38
2010,43,4306759,DOUTOR RICARDO,0.27
2010,43,4306767,ELDORADO DO SUL,0.39
2010,43,4306809,ENCANTADO,0.32
2010,43,4306908,ENCRUZILHADA DO SUL,0.5
2010,43,4306924,ENGENHO VELHO,0.71
2010,43,4306932,ENTRE-IJUÍS,0.4
2010,43,4306957,ENTRE RIOS DO SUL,0.39
2010,43,4306973,EREBANGO,0.41
2010,43,4307005,ERECHIM,0.4
2010,43,4307054,ERNESTINA,0.33
2010,43,4307104,HERVAL,0.93
2010,43,4307203,ERVAL GRANDE,0.46
2010,43,4307302,ERVAL SECO,0.52
2010,43,4307401,ESMERALDA,0.38
2010,43,4307450,ESPERANÇA DO SUL,0.37
2010,43,4307500,ESPUMOSO,0.44
2010,43,4307559,ESTAÇÃO,0.37
2010,43,4307609,ESTÂNCIA VELHA,0.32
2010,43,4307708,ESTEIO,0.42
2010,43,4307807,ESTRELA,0.31
2010,43,4307815,ESTRELA VELHA,0.48
2010,43,4307831,EUGÊNIO DE CASTRO,0.44
2010,43,4307864,FAGUNDES VARELA,0.21
2010,43,4307906,FARROUPILHA,0.32
2010,43,4308003,FAXINAL DO SOTURNO,0.4
2010,43,4308052,FAXINALZINHO,0.36
2010,43,4308078,FAZENDA VILANOVA,0.35
2010,43,4308102,FELIZ,0.24
2010,43,4308201,FLORES DA CUNHA,0.33
2010,43,4308250,FLORIANO PEIXOTO,0.38
2010,43,4308300,FONTOURA XAVIER,0.52
2010,43,4308409,FORMIGUEIRO,0.49
2010,43,4308433,FORQUETINHA,0.27
2010,43,4308458,FORTALEZA DOS VALOS,0.72
2010,43,4308508,FREDERICO WESTPHALEN,0.39
2010,43,4308607,GARIBALDI,0.46
2010,43,4308656,GARRUCHOS,0.51
2010,43,4308706,GAURAMA,0.33
2010,43,4308805,GENERAL CÂMARA,0.42
2010,43,4308854,GENTIL,0.35
2010,43,4308904,GETÚLIO VARGAS,0.35
2010,43,4309001,GIRUÁ,0.51
2010,43,4309050,GLORINHA,0.3
2010,43,4309100,GRAMADO,0.39
2010,43,4309126,GRAMADO DOS LOUREIROS,0.47
2010,43,4309159,GRAMADO XAVIER,0.52
2010,43,4309209,GRAVATAÍ,0.35
2010,43,4309258,GUABIJU,0.54
2010,43,4309308,GUAÍBA,0.39
2010,43,4309407,GUAPORÉ,0.3
2010,43,4309506,GUARANI DAS MISSÕES,0.34
2010,43,4309555,HARMONIA,0.24
2010,43,4309571,HERVEIRAS,0.33
2010,43,4309605,HORIZONTINA,0.42
2010,43,4309654,HULHA NEGRA,0.52
2010,43,4309704,HUMAITÁ,0.32
2010,43,4309753,IBARAMA,0.35
2010,43,4309803,IBIAÇÁ,0.33
2010,43,4309902,IBIRAIARAS,0.35
2010,43,4309951,IBIRAPUITÃ,0.48
2010,43,4310009,IBIRUBÁ,0.42
2010,43,4310108,IGREJINHA,0.34
2010,43,4310207,IJUÍ,0.6
2010,43,4310306,ILÓPOLIS,0.44
2010,43,4310330,IMBÉ,0.9
2010,43,4310363,IMIGRANTE,0.21
2010,43,4310405,INDEPENDÊNCIA,0.44
2010,43,4310413,INHACORÁ,0.34
2010,43,4310439,IPÊ,0.37
2010,43,4310462,IPIRANGA DO SUL,0.41
2010,43,4310504,IRAÍ,0.55
2010,43,4310538,ITAARA,0.67
2010,43,4310553,ITACURUBI,0.7
2010,43,4310579,ITAPUCA,0.28
2010,43,4310603,ITAQUI,0.45
2010,43,4310652,ITATI,0.43
2010,43,4310702,ITATIBA DO SUL,0.46
2010,43,4310751,IVORÁ,0.36
2010,43,4310801,IVOTI,0.33
